"cons_12m","cons_gas_12m","cons_last_month","no_consumption","churn","days_active","days_since_last_modification","forecast_cons_12m","forecast_cons_year","forecast_discount_energy","has_gas","margin_net_pow_ele","nb_prod_act","net_margin","pow_max","channel_sales"
7989,0,667,0,0,1461,1097,827.66,667,0,0,35.76,1,105.33,15.78,"5"
4962,0,0,1,0,2192,1827,945.9,0,0,0,13.26,1,87.41,10.392,"6"
4939487,1860052,426460,0,0,1669,367,7538.28,10450,0,1,0.12,2,591.19,57.8,"1"
43982,0,5384,0,0,4383,149,4743.97,5384,0,0,7.84,1,504.5,23.37,"1"
100815,0,10706,0,0,1827,17,1304.78,1423,0,0,21.47,1,149.18,31.17,"8"
32795,0,1815,0,0,1096,12,2993.41,1815,0,0,63.34,1,389.34,52.5,"3"
9018,0,1394,0,0,1466,367,1339.82,1394,0,0,14.64,1,96.86,10.392,"5"
2239,0,0,1,0,2557,2192,336.69,0,0,0,23.31,1,34.56,11.5,"1"
19414,0,0,1,1,1827,422,2841.3,0,0,0,31.2,1,301.81,13.856,"5"
6310,0,566,0,0,1826,1463,688.38,566,0,0,49.44,1,72.12,19.8,"5"
10831,0,3112,0,0,1827,1462,1204.58,3112,0,0,14.52,1,108.5,11.5,"8"
6597,0,0,1,0,3229,2878,0,0,0,0,22.12,1,91.49,13.2,"1"
28874,0,0,1,0,1095,294,4633.22,0,0,0,31.2,1,358.47,13.856,"6"
19482,482,1877,0,0,2192,1827,643.15,619,0,1,14.77,4,84.86,16.5,"5"
15364,0,710,0,1,1095,731,249.93,0,0,0,43.32,1,31.75,17.321,"5"
36116,0,2654,0,0,1827,26,3784.55,2654,0,0,3.81,1,452.51,20,"5"
32216,0,15638,0,0,1683,210,158.16,0,0,0,26.04,1,1.29,10.392,"8"
6335,0,633,0,0,1478,370,812.23,633,22,0,61.04,1,96.18,19.8,"5"
38406,0,4166,0,0,4143,3782,4050.67,4166,0,0,8.88,1,453.56,26.4,"1"
6724,0,0,1,1,1827,1462,1002.98,0,0,0,34.68,1,95.58,13.856,"6"
151623,0,13413,0,0,1611,693,5565.53,7899,0,0,17.1,1,449.65,19.1,"5"
2012791,0,218619,0,0,1827,29,5641.06,9205,0,0,16.04,1,535.08,27.6,"6"
5821,0,0,1,1,2557,2192,872.61,0,0,0,33.12,1,84.88,13.2,"5"
4002,0,398,0,0,2141,9,394.51,398,0,0,34.43,1,43.83,20.7,"1"
49187,0,4940,0,0,2506,731,4899.53,4940,0,0,2.79,1,505.42,43.648,"5"
4012564,237673,469898,0,0,2192,256,4244.91,5216,0,1,0.22,2,147.66,10.35,"1"
20660,0,0,1,0,2557,2192,295.65,0,0,0,21.09,1,27.9,10.392,"5"
355627,0,37715,0,0,1461,1097,3225.64,0,0,0,11.04,1,243.91,10.392,"5"
30097,0,0,1,0,1461,55,1140.63,0,0,0,12.82,1,77.21,13.2,"5"
147497,12351,7371,0,0,2192,1827,298.75,250,0,1,49.02,6,27.56,24,"5"
6479,4168,395,0,0,2721,369,934.81,395,0,1,10.66,3,72.17,11,"6"
47339,0,2781,0,0,2922,8,2761.98,2781,0,0,29.64,1,284.82,19.8,"1"
15981,0,3164,0,0,2557,166,2328.09,3164,0,0,19.28,1,166.76,13.2,"5"
16262,0,0,1,1,1461,656,2405.94,0,0,0,23.4,1,221.92,10.39,"5"
1003,8254,0,1,0,2188,1831,150.6,0,0,1,19.48,2,14.88,12,"3"
95149,58727,6825,0,0,1826,470,5568.81,5480,0,1,49.8,3,583.92,49.9,"5"
24975,0,3672,0,0,1461,1096,2635.87,3672,0,0,30.96,1,303.68,20.7,"5"
32965,0,593,0,0,1461,1096,3171.34,593,0,0,18.6,1,410.17,29.7,"8"
922,0,45,0,1,1096,731,98.07,45,0,0,122.4,1,10.14,49,"5"
17007,0,0,1,0,1461,1097,2505.29,0,0,0,21.9,1,228.46,13.2,"5"
3683,0,175,0,0,1096,42178,548.85,153,0,0,20.36,1,53.5,12.5,"5"
7284,2813,901,0,0,1809,368,1047.68,901,0,1,22.52,3,85.65,13.856,"5"
12805,0,0,1,1,1461,50,1897.08,0,0,0,3.56,1,154.31,13.2,"5"
13582,0,0,1,0,1827,59,925.08,0,0,0,33.12,1,96.7,13.2,"5"
5322441,921247,760727,0,0,2192,292,4550.29,4386,0,1,0.22,32,166.55,10.35,"6"
306835,0,32803,0,0,2191,1827,3571.25,7163,0,0,29.76,1,285.09,13.2,"1"
10155,0,0,1,0,3638,3273,0,0,0,0,30,1,131.51,12,"1"
1599694,0,208086,0,0,2192,423,7347.02,6714,0,0,6.46,8,496.32,150,"6"
20427,0,13,0,0,2191,310,864.87,0,0,0,31.2,1,120.73,13.856,"5"
20775,0,0,1,0,1827,39,852.13,0,0,0,20.52,1,69.14,13.2,"8"
94425,878760,8272,0,0,1461,21,732.14,416,0,1,17.82,2,88.62,15.001,"5"
14124,0,0,1,0,1461,382,2109.08,0,0,0,17.45,1,182.08,13.856,"3"
55113,0,5863,0,0,2204,365,2745.8,1533,30,0,42.27,2,169.83,16.5,"6"
7234,0,473,0,0,1461,9,711.92,473,0,0,39.15,1,83.06,33,"5"
37879,72827,3266,0,0,1827,379,3724.21,3266,0,1,3.24,2,484.96,17.32,"8"
12100,0,0,1,0,3656,3294,0,0,0,0,22.12,1,78.35,13.2,"1"
45848,0,936,0,0,1461,1096,4657.82,0,0,0,21.81,1,389.46,13.164,"5"
4214,2841,0,1,0,1488,366,522.08,0,0,1,20.34,3,49.66,14.49,"5"
13840,0,1128,0,0,1461,51,1427.02,1128,0,0,26.22,1,174.24,30,"5"
7696,0,0,1,0,2557,2192,1020.42,0,0,1,15.72,2,81.08,13.2,"6"
392524,0,41439,0,0,2192,1827,1127.66,0,0,0,15.72,1,108.64,13.2,"6"
6138,2313,0,1,0,1757,371,913.23,0,0,1,21.48,2,97.52,10.392,"5"
20068,6417,0,1,0,1096,276,2079.45,0,0,1,20.5,2,277.36,17,"3"
7415,0,643,0,0,2191,1827,1120.7,643,0,0,34.68,1,118.86,13.856,"5"
1332,0,0,1,0,1827,1463,196.6,0,0,0,18.56,1,15.49,11.4,"8"
25657,0,2061,0,0,1461,1097,3399.99,1861,0,0,21.67,1,326.6,10.52,"5"
286519,346554,20518,0,0,2557,2192,13461.41,2981,0,1,9.5,2,1113.74,65.7,"6"
10730,0,592,0,0,2192,1832,430.15,592,0,0,19.48,1,37.35,13.856,"5"
1564610,0,184299,0,0,1645,731,2905.42,4990,0,0,5.76,1,314.04,17.321,"5"
92587,0,7015,0,0,2249,1,1935.75,1888,0,0,26.76,1,203.57,19.8,"6"
4012564,237673,469898,0,0,2192,222,1952.56,1882,0,1,0.33,2,129.48,16,"1"
332350,0,50608,0,0,1827,1462,0,0,0,0,53.92,1,0,26.4,"3"
21403,0,0,1,0,1461,1096,2099.26,0,0,0,24.62,1,214.61,11.951,"5"
145017,0,14043,0,0,1825,1469,5050.16,4169,0,0,0,1,425.91,19,"5"
10255,0,0,1,0,2557,2193,1518.23,0,0,0,14.7,1,118.97,13.856,"5"
6921,0,0,1,0,2557,67,1019.56,0,0,0,12.82,1,79.93,13.2,"1"
3231,10904,0,1,0,1461,1096,491.22,0,0,1,30.22,4,50.88,13.2,"5"
171710,0,16741,0,0,1461,675,8108.6,7791,0,0,5.64,1,896.85,20.785,"8"
2802,0,817,0,0,1827,35,315.77,817,0,0,26,1,18.04,13.164,"5"
9137,0,2876,0,0,2557,2192,896.78,2876,0,0,16.44,1,97.25,13.856,"1"
465845,812957,61699,0,0,2577,19,847.65,922,0,1,0,3,54.33,16,"1"
2459585,544031,345010,0,0,2192,1828,3634.9,4008,0,1,13.03,9,331.57,10.35,"1"
3864,11601,0,1,1,1460,1096,413.97,0,0,1,33.62,2,51.03,16.5,"3"
4266,0,0,1,1,2192,1845,640.3,0,0,0,23.76,1,66.43,10.39,"6"
15439,0,1207,0,0,1827,26,1624.28,1207,0,0,17.34,1,184.49,27.713,"5"
5522,150659,0,1,0,1827,32,828.98,0,0,1,11.8,2,71.54,10.3,"1"
1898,0,449,0,0,1827,52,280.75,449,0,0,14.64,1,25.8,10.392,"1"
11866,0,0,1,0,1461,612,1754.81,0,0,0,16.8,1,151.98,11.5,"5"
3120,0,0,1,0,2557,33,470.12,0,0,0,25.68,1,137.23,11.4,"5"
6855,0,975,0,0,1827,1462,209.37,339,0,0,12.36,1,20.89,10.392,"8"
8580,0,760,0,0,1463,294,1626.93,760,28,0,42.84,1,145.28,13.15,"8"
20559,0,0,1,0,1827,1462,3018.74,0,0,0,18.94,1,245.58,15,"5"
7814,26088,0,1,0,2192,1828,1170.82,0,0,1,13.68,2,108.2,11.5,"1"
10462,0,0,1,0,2922,2557,946.3,0,0,0,33.12,1,95.96,13.2,"5"
56390,39312,6454,0,0,4749,4385,5679.39,6454,0,1,12.7,3,527.59,26.4,"1"
117268,0,15897,0,0,1461,132,6184.64,4426,0,0,24.96,1,522.53,25,"5"
11461,0,0,1,0,1461,1096,1877.29,0,0,0,61.5,1,309.62,13.856,"6"
1451863,61767,47435,0,1,2191,1828,3652.12,0,0,1,23.28,2,373.49,10.35,"1"
44936,0,4602,0,0,1827,610,1885.03,2326,0,0,22.92,1,204.59,29.7,"5"
20712,0,1136,0,0,2557,2192,1211.76,1136,0,0,1.9,1,134.9,15.001,"1"
561,0,43,0,0,1461,274,84.83,43,0,0,23.76,1,9.88,10.392,"5"
1178245,0,116664,0,1,2192,1827,8176.86,6157,0,0,79.8,1,689.82,80,"6"
7042,0,0,1,0,1827,1462,1058.3,0,0,0,22.89,1,102.08,13.856,"8"
4358,0,0,1,0,2557,63,548.5,0,0,0,33.12,1,53.44,13.2,"1"
464526,0,74631,0,0,2191,1827,1068.79,1497,0,0,35.76,1,94.14,14.3,"1"
88120,254,9932,0,0,2557,45,825.23,1118,0,1,17.16,2,57.07,15,"5"
15950,0,2385,0,0,2192,46,135.72,24,0,0,21.09,1,11.78,10.392,"1"
564,0,108,0,0,1827,1467,84.9,108,0,0,16.92,1,11.76,10.392,"5"
14352,0,1301,0,0,1827,59,2160.93,1301,0,0,3.84,1,149.74,14.49,"8"
149462,0,14718,0,0,1096,266,14834.14,14718,0,0,1.94,1,1038.12,83.78,"3"
3783,0,225,0,0,2556,2191,337.67,225,0,0,0,2,40.62,8,"1"
17083,0,0,1,0,2557,2192,1192.2,0,0,0,16.92,1,114.09,13.2,"1"
3439,0,0,1,0,1486,47,264.57,0,0,0,15.92,1,25.18,11.3,"5"
102021,0,14044,0,0,1827,144,10235.98,14044,0,0,6.84,1,997.45,41.5,"8"
25066,150864,228,0,0,2192,1838,897.27,0,0,1,22.52,2,89.67,13.856,"3"
10340,26026,1902,0,0,1827,45,1545.17,1902,0,1,13.7,3,129.64,12.5,"8"
17027,0,12,0,0,2124,1769,761.72,12,0,0,78.72,1,78.01,31.5,"5"
3016,0,434,0,0,2408,280,290.57,278,0,0,26.04,1,31.32,10.392,"5"
109261,0,6172,0,0,3927,731,9825.05,6172,0,0,15.6,1,826.38,41.5,"1"
135481,35349,5164,0,0,1461,375,6273.98,5164,0,1,6.26,2,659.05,23.01,"5"
266188,195939,37787,0,0,1432,1068,7019.98,8585,0,1,32.8,3,649.69,41.5,"5"
788287,0,59796,0,0,2421,2056,1179.57,0,0,0,28.6,1,130.07,13.856,"6"
7640,118383,0,1,0,2192,1827,1092.42,0,0,1,25.56,2,124.98,13.856,"5"
34398,0,372,0,0,1483,367,709.47,0,0,0,19.48,1,67.94,13.856,"5"
9348,0,0,1,0,1096,733,1401.86,0,0,0,23.76,1,147.81,10.392,"6"
35552,0,2618,0,0,2557,2194,3450.56,2618,0,0,15.12,1,385.62,16.5,"1"
3118110,468369,289924,0,0,1461,1097,24765.25,20321,0,1,0.24,2,1743.26,120,"5"
13973,31528,1470,0,0,1275,176,2055.36,1470,24,1,6.45,4,356.74,13.856,"5"
37460,0,6345,0,0,1827,62,5439.71,6345,0,0,23.4,1,513.57,10.392,"5"
26111,0,2595,0,0,1095,731,2721.36,2595,0,0,37.44,1,317.2,25,"5"
4391,0,0,1,0,2557,2192,660.37,0,0,0,23.04,1,65.9,13.2,"1"
20441,0,1339,0,0,1522,58,448.66,140,26,0,25.32,1,28.75,10.392,"5"
12975,0,0,1,1,1827,405,1352.48,0,0,0,17.62,1,141,12.5,"5"
12259,0,3145,0,0,1096,747,346.23,19,0,0,16.92,1,36.05,10.392,"5"
11301,0,1018,0,0,1096,166,1643.54,1018,0,0,19.28,1,143.47,13.2,"5"
2372,0,286,0,0,2192,24,246.24,286,0,0,34,1,29.5,17,"1"
6781,0,0,1,0,2331,164,962.57,0,0,0,26.04,1,104.87,10.392,"1"
17433,0,2658,0,0,1827,1462,1069.15,2658,0,0,112.24,1,112.06,55,"1"
17690,0,4044,0,0,2557,2204,1892.62,4044,0,0,18.3,1,180.82,17.25,"1"
15000,0,1406,0,0,1461,1104,2201.69,1406,0,0,21.9,2,166.83,13.2,"3"
1276496,2813019,197818,0,0,2192,405,37.81,44,0,1,27.15,2,4.65,15.001,"5"
10645,0,531,0,0,1096,733,147.95,148,0,0,93.46,1,78.76,10.392,"5"
12812,0,1293,0,0,1461,674,1905.2,1293,0,0,12.48,1,157.03,14.49,"5"
5322441,921247,760727,0,0,1461,497,2244.75,765,0,1,3.24,32,163.42,17.321,"6"
12448,0,3263,0,0,2557,2193,1248.75,3263,0,0,9.2,1,105.53,13.856,"5"
3156,0,0,1,0,1827,1463,413.71,0,0,0,19.2,1,41.88,10.39,"5"
2848,0,0,1,0,2192,55,422.12,0,0,0,13.4,1,35.69,13.85,"3"
38387,0,4663,0,0,1461,387,4049.7,4663,0,0,18.71,1,464.53,24.249,"5"
3176,0,562,0,0,2191,1827,479.3,562,0,0,31.32,1,49.72,12.5,"1"
6789,0,347,0,1,1751,732,1016.85,347,0,0,9.84,1,91.55,13.15,"5"
3302,0,0,1,1,2192,4,346.26,0,0,0,82.44,1,54.87,33,"3"
11448,0,1121,0,0,1785,369,1451.59,1121,24,0,50.85,1,144.57,17.321,"5"
8615,0,1174,0,0,1686,367,1289.02,1174,0,0,26.04,2,130.4,10.392,"8"
10556,11006,0,1,0,1461,1106,1123.05,0,0,1,29.85,2,147.3,20.785,"5"
13524,7297,303,0,0,2192,1827,1763.56,0,0,1,7.68,4,164.61,11.5,"1"
12456,0,1326,0,1,2921,2558,1104.76,1326,0,0,3.51,1,129.03,15,"1"
348208,12702,36850,0,0,1827,223,10803.29,16621,0,1,7.24,2,855.71,43.648,"5"
6329,0,0,1,0,2557,54,941.78,0,0,0,20.52,1,62.28,13.2,"5"
32348,48927,2787,0,0,2191,1826,3263.82,2787,0,1,16.66,2,300.71,13.2,"6"
1662549,0,106463,0,0,2473,2111,3251.46,3484,0,0,15.08,1,268.36,10.35,"1"
7183,0,1649,0,1,1757,60,1043.64,1649,0,0,33.12,1,97.28,13.2,"8"
3229,0,224,0,1,2185,1827,327.92,224,0,0,35.21,1,39.78,15.5,"6"
10461,0,0,1,0,1827,56,1571.84,0,0,0,14.56,1,127.61,13.2,"6"
13461,0,840,0,0,2192,176,1435.48,840,0,0,5.19,1,163.11,16.5,"5"
18807,0,1431,0,0,1827,12,1981.4,1431,0,0,9.94,1,223.45,20.78,"5"
18273,0,2720,0,1,4383,130,1794.48,2720,0,0,15.45,1,214.57,20,"1"
67305,0,9847,0,1,1490,1128,6980.5,9847,0,0,19.92,1,662.36,19.919,"5"
76677,0,2196,0,0,1461,1103,4844.11,0,0,0,19.2,1,411.73,13.164,"5"
10880,0,918,0,0,2192,1829,1144.85,918,0,0,79.07,1,138.03,43.648,"1"
20055,0,1684,0,0,2922,0,1996.08,1684,0,0,23.4,1,226.21,17.32,"1"
5161456,0,455567,0,0,2192,1829,3706.55,3058,0,0,24.72,1,420.07,16.5,"6"
62936,0,10426,0,0,1461,600,9263.53,10426,0,0,20.44,1,829.56,14,"5"
23957,0,4317,0,0,1096,23,2469.86,4317,0,0,14.48,1,278.65,15.78,"5"
1095,0,580,0,0,2557,2192,136.27,580,0,0,14.77,1,75.56,16.5,"5"
18896,0,0,1,0,1461,1096,2116.83,0,0,0,9.2,1,165.74,13.856,"5"
597,0,0,1,0,2557,31,74.51,0,0,0,20.54,1,20.73,10.392,"5"
6213,0,0,1,0,2557,60,710.84,0,0,0,17.1,1,45.63,10.35,"5"
71120,0,4081,0,0,1461,645,10462.24,4081,0,0,20.84,1,899.18,14.26,"5"
788113,0,16526,0,0,1461,1103,3064.47,1819,0,0,19,1,334.5,20.785,"5"
12820,0,0,1,0,1827,31,1889.83,0,0,0,2.8,1,146.17,10.39,"5"
3550287,1401366,386468,0,0,1827,1462,0,0,0,1,66.72,2,0,34.5,"6"
38846,0,3558,0,1,1465,366,5408.78,3558,22,0,96.96,1,1817.41,27.713,"5"
56072,138135,4240,0,0,2557,71,647.84,0,0,1,26.04,2,67.84,10.39,"5"
7102,0,0,1,1,2557,2192,1061.51,0,0,0,33.12,1,109.19,13.2,"1"
1998,0,0,1,1,1461,1098,483.22,0,0,0,1.23,1,252.28,13.164,"5"
7173,0,0,1,0,2557,2192,837.43,0,0,0,15.72,3,78.13,13.2,"5"
10044,0,29,0,0,1461,1097,1481.25,29,0,0,8.8,1,117.05,13.2,"5"
12458,14101,0,1,0,1461,1096,1843.81,0,0,1,4.86,2,176.11,10.392,"3"
3167,0,279,0,0,2229,1868,319.98,279,0,0,43.68,1,35.29,17.5,"1"
14145,0,3217,0,0,1083,731,1266.02,3217,0,0,60,1,294.49,6.928,"5"
5946,0,647,0,0,1461,35,888.15,647,0,0,21.58,1,61.5,13.856,"3"
41389,0,0,1,0,2557,2192,3989.9,0,0,0,6.18,1,349.18,13.2,"1"
24238,0,0,1,0,1461,1096,314.83,0,0,0,196.12,1,173.76,13.2,"8"
19414,0,1257,0,0,2192,1827,1226.04,0,0,0,33.06,2,109.32,14.49,"1"
680219,0,64498,0,0,2192,470,1760.99,947,0,0,26.56,1,179.22,29,"6"
14072,0,0,1,0,1462,364,1446.67,0,0,0,28.6,1,123.54,41.5,"8"
3958,0,576,0,0,1875,30,440.76,576,0,0,29.88,1,56.33,11.951,"5"
187731,0,15990,0,0,1389,366,3291.93,2772,0,0,25.98,1,298.75,41.5,"6"
21553,0,0,1,1,1096,733,3213.49,0,0,0,19.28,1,301.91,10.392,"5"
0,0,0,1,0,1461,1101,0,0,0,0,38.04,1,0,21,"5"
2938,0,241,0,0,1461,1096,313.22,241,0,0,34.23,1,38.57,15.1,"5"
3279,0,0,1,1,2557,2192,488.87,0,0,0,19.41,1,45.14,13.8,"1"
140474,0,4776,0,0,2557,16,3555.75,3807,0,0,0.7,1,309.67,16,"1"
1356,0,1268,0,0,1827,1462,200.17,1268,0,0,7.8,1,15.47,10.392,"5"
389,0,47,0,0,2557,2192,47.03,47,0,0,14.64,1,4.07,10.392,"1"
6378,0,1756,0,0,1827,1462,953.43,1756,0,0,23.04,1,86.87,13.2,"1"
179907,124659,30003,0,0,4383,4037,17385.87,30003,0,1,3.16,4,1166.47,37.29,"1"
102075,0,13552,0,0,2191,1827,1048.28,0,0,0,25.92,1,92.19,10.35,"3"
12748,0,1047,0,0,2232,1868,952.52,806,0,0,31.92,1,123.38,16,"6"
20012,0,2688,0,0,2557,2193,2053.07,2688,0,0,31.08,1,215.17,20.784,"1"
26936,0,2380,0,0,1827,57,3920.52,2380,0,0,14.7,1,305.28,13.856,"5"
19182,0,2697,0,0,1461,622,1843.44,2172,0,0,16.59,1,145.25,13.15,"5"
1129316,0,79977,0,0,1827,1462,4800.19,3728,0,0,89.88,1,570.97,60,"5"
557205,0,98872,0,0,2221,1856,2926.65,7256,0,0,3.74,1,378.16,15.001,"5"
9477,1134,0,1,0,2557,204,0,0,0,1,14.64,2,49.79,10.392,"1"
6243,0,0,1,0,2557,45,467.79,0,0,0,29.34,1,37.97,14.5,"1"
13178,0,950,0,0,1461,1100,608.19,950,0,0,27.44,1,71.11,17.32,"5"
2882597,976731,382647,0,0,2557,2192,605.52,556,0,1,26.04,2,60.54,10.392,"1"
25524,0,0,1,0,1096,30,2774.59,0,0,0,32.91,1,346.49,31,"3"
348,2396,0,1,1,1461,1100,52.15,0,0,1,24.4,3,3.57,15,"5"
3302,0,0,1,0,2192,1828,495.4,0,0,0,27.32,1,57.31,13.2,"3"
19481,0,1637,0,0,2192,1827,2018.15,1637,0,0,36.64,1,215.94,40,"1"
2250,0,498,0,0,1826,1461,252.87,498,0,0,21.09,1,21.07,10.392,"1"
5957,0,794,0,0,2192,1841,510.87,315,0,0,24.4,1,50.71,15,"5"
12277,0,0,1,0,2405,2040,1785.2,0,0,0,21.92,1,150.64,15,"5"
30029,0,0,1,0,2557,37,4419.48,0,0,0,3.56,1,356.34,13.2,"1"
20176,0,1444,0,0,2192,6,2082.11,1444,0,0,7.92,1,239.9,16.5,"6"
35041,0,0,1,0,1827,1462,3912.41,0,0,0,119.88,1,434.56,80,"5"
7687,0,984,0,0,2191,1828,1015.52,766,0,0,34.68,1,90.38,13.856,"5"
2769,0,125,0,0,2191,1826,236.1,125,0,0,40.35,1,35.72,29.8,"1"
12250,0,0,1,0,1461,55,1817.06,0,0,0,14.7,2,139.21,13.856,"5"
34612,0,3047,0,0,1827,1464,3419.46,3047,0,0,1.84,1,450,41.41,"1"
2154,0,0,1,0,2557,59,317.79,0,0,0,28.02,1,23.26,13.856,"1"
829,0,76,0,0,2557,2192,79.96,76,0,0,96.75,1,10.74,50,"5"
1350,0,0,1,0,4555,3,138.58,0,0,0,51.06,1,15.45,26.4,"1"
1599694,0,208086,0,0,2192,423,4584.9,6345,0,0,2.56,8,339.38,60,"6"
5091,0,0,1,0,2501,367,735.04,0,0,0,17.13,1,76.98,10.392,"1"
17560,0,1361,0,0,1461,1097,1926.61,1361,0,0,31.96,1,215.65,23.67,"5"
61240,0,4280,0,0,2191,1826,5619.19,4280,0,0,1.67,1,488.48,69,"5"
9654,0,0,1,0,1461,1096,1461.51,0,0,0,27.12,1,150.46,13.15,"5"
8260,0,2756,0,0,2557,2192,786.02,2756,0,0,13.68,2,98.27,11.5,"1"
52972,0,8832,0,0,1096,10,3428.54,5561,0,0,35.88,1,330.99,29.7,"5"
3076,0,0,1,0,2192,56,454.49,0,0,0,10.08,1,35.55,10.392,"1"
25712,0,2670,0,0,2192,47,887.51,496,0,0,15.78,1,76.63,13.85,"5"
2201,0,0,1,0,2191,1827,332.49,0,0,0,33.12,1,34.93,13.2,"5"
42386,0,4150,0,0,1461,0,4326.53,4150,0,0,32.83,1,519.81,24.249,"5"
28670,0,6697,0,0,1461,503,4254.43,6697,0,0,28.45,1,386.67,13.856,"5"
4503,0,397,0,0,2192,1827,678.86,397,0,0,17.1,1,68.56,10.35,"5"
35630,0,2106,0,0,2557,654,3630.81,2106,0,0,13.32,1,379.14,17.321,"1"
9475,0,0,1,0,2557,2193,1424.87,0,0,0,19.56,1,137.76,13.85,"6"
5163,0,936,0,0,1854,10,520.28,936,0,0,85.2,1,54.65,95,"5"
7911,14425,0,1,0,2192,39,1182.27,0,0,1,15.78,2,101.7,13.856,"5"
2195,0,285,0,0,1461,1096,328.86,285,0,0,18.55,1,32.23,13.164,"5"
9329,44215,798,0,0,1461,1096,938.79,798,0,1,26.4,3,110.89,19.8,"3"
559465,0,63298,0,0,1461,1097,1451.12,1274,0,0,17.09,1,222.12,16.44,"5"
4578,2043,35,0,0,2557,221,659.38,0,0,1,34.68,2,92.67,13.856,"1"
37046,0,3186,0,0,1470,283,677.48,604,28,0,36.36,1,60.63,10.39,"5"
135011,0,13789,0,0,1442,1077,2442.01,3645,0,0,0,1,201.39,16.5,"6"
542,0,0,1,0,1827,375,80.79,0,0,0,19.2,1,7.61,10.392,"1"
4199490,728810,456462,0,0,2192,1828,939.64,587,0,1,14.57,2,68.57,10.35,"6"
2639,0,0,1,0,2191,302,398.76,0,0,0,28.56,1,42.16,11.4,"5"
2203,0,0,1,0,1461,374,331.55,0,0,0,26.7,1,36.02,14.49,"5"
23776,0,2633,0,0,2249,1890,1366.08,1358,0,0,41.88,1,170.83,23.1,"1"
520999,0,59518,0,0,2557,2193,12143.29,49,0,0,8.7,1,1011.35,70,"1"
12975,0,0,1,1,1461,1097,591.57,0,0,0,29.88,1,60.29,11.951,"5"
24971,0,0,1,0,1461,1096,2716.38,0,0,0,25.92,1,343.15,17.321,"5"
5277,0,0,1,0,1461,1097,800.71,0,0,0,21.48,1,79.4,10.392,"5"
47937,39727,0,1,1,2052,220,4785.01,0,0,1,5.52,5,407.99,33,"5"
21299,3984,1815,0,0,2192,1828,2264.05,1815,0,1,6.6,2,245.05,19.8,"5"
2936,0,0,1,0,2191,310,443.8,0,0,0,26.04,1,46.97,10.39,"5"
35015,0,4562,0,0,1444,1085,1612.43,2004,0,0,17.22,1,130.64,10.392,"5"
32,0,0,1,0,1827,1462,2.86,0,0,0,12.36,1,0.19,10.392,"8"
12231,0,0,1,0,2089,368,1150.97,0,0,0,31.2,1,111.92,13.856,"6"
40056,0,1274,0,0,1087,369,256.38,0,0,0,19.2,1,24.26,10.39,"3"
192124,0,16877,0,0,1827,1465,18758.72,16877,0,0,15.68,1,1385.67,95,"5"
24836,0,4485,0,0,1096,231,3988.03,4485,0,0,322.2,1,758.41,14.49,"5"
82303,0,8781,0,0,1827,558,2189,0,0,0,27.14,1,202.1,13.2,"5"
18700,0,2723,0,0,2191,1827,1881.53,2723,0,0,47.16,1,184.53,31.5,"5"
17941,0,0,1,0,1410,63,1815.52,0,0,0,10.48,1,119.92,13.856,"3"
39182,0,1445,0,0,2191,28,2886.25,1445,0,0,27.86,1,295.98,108,"5"
9793,0,0,1,0,1538,732,1162.91,0,0,0,13.1,1,95.54,10.392,"5"
680826,0,55245,0,0,2250,1893,851.71,573,0,0,103.68,1,91.28,41.5,"6"
13178,0,0,1,0,3257,2895,0,0,0,0,33,1,106.68,13.164,"1"
0,0,0,1,0,2545,2180,0,0,0,0,0,1,0,30,"1"
4406520,1337056,507598,0,0,2192,1827,4102.01,0,0,1,15.24,2,518.8,15.333,"6"
16293,0,0,1,0,2557,37,1960.74,0,0,0,4.04,1,95.76,15,"1"
7693,0,0,1,0,1461,45,1144.15,0,0,0,17.67,1,109.53,13.86,"8"
3153,0,604,0,0,1827,34,468.87,604,0,0,25.47,1,44.9,13.8,"8"
7784,0,694,0,0,2556,36,679.24,694,0,0,0.72,2,85.65,4.6,"1"
9460,0,1229,0,0,2191,45,1383.9,1229,0,0,12.57,1,122.39,10.35,"6"
14381,0,1292,0,0,4017,3653,1343.85,1292,0,0,30,1,163.37,15.001,"1"
25316,0,3265,0,0,1096,732,645.19,0,0,0,0.03,1,376.49,13.164,"5"
541,0,88,0,0,1622,731,78.55,88,0,0,18.55,1,6.81,13.164,"8"
52955,0,4712,0,0,2557,34,1510.88,1142,0,0,8.88,1,174.31,26.4,"1"
7118,141478,1857,0,0,2557,2192,1066.24,1857,0,1,16.92,3,105.01,13.2,"1"
47838,55762,366,0,0,2160,731,4738.95,366,0,1,3.6,3,489.15,19,"5"
1116,0,221,0,0,1827,56,166.37,221,0,0,20.54,1,13.11,10.392,"8"
10974,35926,0,1,0,1827,388,1118.21,0,0,1,3.78,2,140.8,29.7,"3"
202349,0,29275,0,1,1096,731,11092.74,7963,0,0,3.96,1,718.32,63,"5"
163565,0,13927,0,1,1461,1102,4378.45,3996,0,0,66.88,1,519.92,73,"5"
22227,0,2199,0,0,2192,1827,2065.14,2007,0,0,25.68,1,239.06,19,"6"
37538,0,0,1,1,2557,68,5420.33,0,0,0,16.66,1,372.01,13.2,"1"
3185835,0,70961,0,0,2292,367,502.4,0,0,0,0.36,1,13.03,13.856,"6"
23825,0,0,1,0,1461,1099,3512,0,0,0,20.2,1,365,13.856,"8"
